tweet_id,retweet_count,favorite_count
823939628516474880,2946,11260
823719002937630720,12174,0
823699002998870016,2624,13320
823581115634085888,2872,13810
823333489516937216,27,738
823322678127919110,4366,16673
823269594223824897,10706,0
822975315408461824,3736,18309
822872901745569793,47647,140253
822859134160621569,2487,14017
822647212903690241,6966,0
822610361945911296,3228,15664
822489057087389700,6966,19242
822462944365645825,15928,30172
822244816520155136,10706,37124
822163064745328640,5227,0
821886076407029760,2546,12043
821813639212650496,3632,0
821765923262631936,1812,8922
821522889702862852,1932,8508
821421320206483457,6087,0
821407182352777218,4726,12483
821153421864615936,10,270
821149554670182400,2193,9249
821107785811234820,2316,10172
821044531881721856,2494,13446
820837357901512704,7304,0
820749716845686786,10788,33481
820690176645140481,3509,12952
820494788566847489,616,0
820446719150292993,2819,0
820314633777061888,616,3538
820078625395449857,6848,21046
820013781606658049,1288,0
819952236453363712,1288,5643
819924195358416896,5269,13661
819711362133872643,3411,14285
819588359383371776,2145,10159
819347104292290561,1316,7665
819238181065359361,440,2424
819227688460238848,7304,24534
819015337530290176,40034,0
819015331746349057,20628,0
819006400881917954,20628,47998
819004803107983360,40034,92076
818646164899774465,22750,0
818627210458333184,8117,23578
818614493328580609,2817,10481
818588835076603904,6691,0
818536468981415936,2703,11593
818307523543449600,8865,0
818259473185828864,2495,11723
818145370475810820,2835,13060
817908911860748288,859,5144
817827839487737858,29632,55127
817777686764523521,2915,11377
817536400337801217,3311,12547
817502432452313088,3701,0
817423860136083457,16322,36384
817415592588222464,1049,5971
817181837579653120,9277,0
817171292965273600,2195,9286
817120970343411712,2862,12950
817056546584727552,1803,9121
816829038950027264,5150,0
816816676327063552,2219,10638
816697700272001025,2412,10432
816450570814898180,8865,32540
816336735214911488,2135,9148
816091915477250048,2359,9498
816062466425819140,1137,0
816014286006976512,5808,0
815990720817401858,1137,5324
815966073409433600,9277,23889
815745968457060357,4513,0
815736392542261248,2485,10470
815639385530101762,1795,8745
815390420867969024,4163,11035
814986499976527872,1412,8134
814638523311648768,2962,12001
814578408554463233,6342,0
814530161257443328,2030,9229
814153002265309185,9496,30664
813944609378369540,3491,0
813910438903693312,2059,9910
813812741911748608,15314,38750
813800681631023104,1919,8888
813217897535406080,7986,19913
813202720496779264,1966,9792
813187593374461952,4784,21140
813172488309972993,2091,9944
813157409116065792,2426,8273
813142292504645637,2578,8988
813130366689148928,486,4765
813127251579564032,3419,12641
813112105746448384,3017,11008
813096984823349248,3940,11231
813081950185472002,3029,10534
813066809284972545,2129,8486
813051746834595840,8033,22360
812781120811126785,2093,8085
812709060537683968,1564,7065
812503143955202048,1334,6482
812466873996607488,2108,8522
812372279581671427,4014,14613
811985624773361665,1539,7752
811744202451197953,1760,8057
811647686436880384,812,5945
811627233043480576,3418,13633
811386762094317568,6997,22322
810984652412424192,1569,5690
810896069567610880,1959,9654
810657578271330305,2902,11712
810284430598270976,12477,37829
810254108431155201,3672,15678
809920764300447744,4279,16543
809808892968534016,5369,0
809448704142938112,1606,7393
809220051211603969,6154,21272
809084759137812480,3838,14110
808838249661788160,3333,10789
808733504066486276,2375,8446
808501579447930884,2855,12041
808344865868283904,22750,45383
808134635716833280,6525,0
808106460588765185,2406,9328
808001312164028416,3872,13429
807621403335917568,4030,15558
807106840509214720,60918,126901
807059379405148160,8032,0
807010152071229440,4197,13938
806629075125202948,38196,80284
806620845233815552,6048,0
806576416489959424,2109,5181
806542213899489280,2593,10914
806242860592926720,12790,0
806219024703037440,1308,6867
805958939288408065,5895,0
805932879469572096,2094,8837
805826884734976000,2008,7035
805823200554876929,8813,0
805520635690676224,1802,6134
805487436403003392,2778,9370
805207613751304193,1868,8336
804738756058218496,4221,14671
804475857670639616,2205,6563
804413760345620481,3534,0
804026241225523202,17794,47699
803773340896923648,3041,10734
803692223237865472,8161,0
803638050916102144,4529,11747
803380650405482500,2034,8290
803321560782307329,5830,0
803276597545603072,2708,10722
802952499103731712,2202,9666
802624713319034886,3209,0
802600418706604034,1614,7607
802572683846291456,2741,9550
802323869084381190,6391,17362
802265048156610565,1497,7057
802239329049477120,2855,9701
802185808107208704,291,0
801958328846974976,1874,8251
801854953262350336,258,1882
801538201127157760,2251,8764
801285448605831168,916,6480
801167903437357056,6525,26218
801127390143516673,4357,0
801115127852503040,2290,8634
800859414831898624,106,740
800855607700029440,1785,0
800751577355128832,3040,11229
800513324630806528,3299,14062
800459316964663297,2367,10120
800443802682937345,4735,0
800388270626521089,3081,11925
800188575492947969,4323,0
800141422401830912,2819,16386
800018252395122689,14452,30382
799774291445383169,5140,0
799757965289017345,2374,9000
799422933579902976,2105,8608
799308762079035393,6058,0
799297110730567681,3039,10604
799063482566066176,2702,8650
798933969379225600,4912,14084
798925684722855936,1572,7963
798705661114773508,7244,0
798701998996647937,8558,0
798697898615730177,7147,0
798694562394996736,5446,0
798686750113755136,2545,0
798682547630837760,5179,0
798673117451325440,6076,0
798665375516884993,4270,0
798644042770751489,2032,0
798628517273620480,2158,0
798585098161549313,6262,0
798576900688019456,6427,0
798340744599797760,3688,0
798209839306514432,2808,11107
797971864723324932,3447,12465
797545162159308800,5329,15521
797236660651966464,7277,21375
797165961484890113,29,246
796904159865868288,9741,0
796865951799083009,2089,8211
796759840936919040,3357,12694
796563435802726400,8009,0
796484825502875648,1938,8106
796387464403357696,4576,11761
796177847564038144,15721,0
796149749086875649,15721,34633
796125600683540480,1957,5288
796116448414461957,2657,9736
796080075804475393,2545,9054
796031486298386433,4037,11564
795464331001561088,26166,53314
795400264262053889,3147,10820
795076730285391872,5958,17383
794983741416415232,3692,0
794926597468000259,2528,11015
794355576146903043,11279,0
794332329137291264,2907,10247
794205286408003585,3635,9847
793962221541933056,5369,18014
793845145112371200,2064,9856
793614319594401792,3422,0
793601777308463104,1793,8528
793500921481273345,2613,11449
793286476301799424,10110,26332
793271401113350145,2597,9247
793256262322548741,9158,21398
793241302385262592,3598,11247
793226087023144960,3138,10531
793210959003287553,3085,9561
793195938047070209,6177,16352
793180763617361921,2185,7419
793165685325201412,3050,10066
793150605191548928,1869,6610
793135492858580992,2739,6932
793120401413079041,4291,13588
792913359805018113,4409,15352
792883833364439040,4694,12103
792773781206999040,1843,7859
792394556390137856,4702,14393
792050063153438720,1976,7672
791821351946420224,23064,0
791784077045166082,10560,0
791780927877898241,4178,0
791774931465953280,24380,48342
791672322847637504,3422,12581
791406955684368384,4513,14040
791312159183634433,2788,9406
791026214425268224,4513,0
790987426131050500,2346,10577
790946055508652032,5150,17762
790723298204217344,2540,0
790698755171364864,2093,8762
790581949425475584,7881,22117
790337589677002753,2047,8367
790277117346975746,3491,13421
790227638568808452,3919,0
789986466051088384,2540,9893
789960241177853952,4541,0
789903600034189313,4523,11119
789628658055020548,1954,8035
789599242079838210,2123,7240
789530877013393408,3692,12581
789314372632018944,2524,9211
789280767834746880,5419,0
789268448748703744,2825,9755
789137962068021249,3062,10380
788908386943430656,13565,29325
788765914992902144,11279,29341
788552643979468800,7892,0
788412144018661376,5806,16666
788178268662984705,2318,7728
788150585577050112,1428,6578
788070120937619456,3748,0
788039637453406209,1450,6563
787810552592695296,3348,9275
787717603741622272,3047,10924
787397959788929025,3106,11602
787322443945877504,1910,8332
787111942498508800,7356,0
786963064373534720,8735,28422
786729988674449408,2642,0
786709082849828864,6665,19427
786664955043049472,2804,11382
786595970293370880,3388,10063
786363235746385920,3831,11654
786286427768250368,3129,8513
786233965241827333,5227,16342
786051337297522688,169,1540
786036967502913536,7735,0
785927819176054784,3465,12127
785872687017132033,1995,7139
785639753186217984,2426,8334
785533386513321988,2189,9723
785515384317313025,1373,6510
785264754247995392,1787,7758
785170936622350336,5314,12914
784826020293709826,3534,10825
784517518371221505,2774,9572
784431430411685888,1402,6070
784183165795655680,8813,21478
784057939640352768,12174,31894
783839966405230592,11804,32078
783821107061198850,2137,7851
783695101801398276,3521,11142
783466772167098368,2462,9015
783391753726550016,6012,17995
783347506784731136,6119,0
783334639985389568,12790,31171
783085703974514689,2423,8674
782969140009107456,8032,25725
782747134529531904,1521,7957
782722598790725632,5895,18435
782598640137187329,2042,8290
782305867769217024,6087,17780
782021823840026624,6818,0
781955203444699136,3669,11851
781661882474196992,2958,11126
781655249211752448,1223,4271
781524693396357120,6048,22113
781308096455073793,2778,7595
781251288990355457,2290,8985
781163403222056960,2983,10408
780931614150983680,8009,23071
780858289093574656,2182,7669
780800785462489090,1415,5862
780601303617732608,3632,12873
780543529827336192,1891,6718
780496263422808064,4050,0
780476555013349377,126,0
780459368902959104,1164,5631
780192070812196864,2435,9274
780092040432480260,2508,0
780074436359819264,5438,13054
779834332596887552,7735,20218
779377524342161408,3392,9390
779124354206535695,20076,0
779123168116150273,3969,12571
779056095788752897,4932,15757
778990705243029504,7920,21323
778774459159379968,10877,0
778764940568104960,400,911
778748913645780993,1447,7339
778650543019483137,1626,6141
778624900596654080,1099,4949
778408200802557953,4739,14533
778396591732486144,13343,0
778383385161035776,1205,6216
778286810187399168,3596,11067
778039087836069888,2867,9017
778027034220126208,1764,6976
777953400541634568,3837,0
777885040357281792,1785,6764
777684233540206592,3209,11952
777641927919427584,4628,0
777621514455814149,2710,9331
777189768882946048,4713,15247
776819012571455488,14973,0
776813020089548800,1318,5184
776477788987613185,3038,9411
776249906839351296,9946,0
776218204058357768,17378,31918
776201521193218049,2741,10205
776113305656188928,4735,12500
776088319444877312,165,1946
775898661951791106,17870,0
775842724423557120,2909,12459
775733305207554048,4357,14725
775729183532220416,4971,13736
775364825476165632,3230,7898
775350846108426240,4244,10788
775085132600442880,5140,16513
774757898236878852,1925,9082
774639387460112384,1880,7133
774314403806253056,6058,23139
773985732834758656,4212,11407
773922284943896577,1876,6793
773704687002451968,1769,7007
773670353721753600,1406,5647
773547596996571136,6691,23463
773336787167145985,5532,0
773308824254029826,8112,24685
773247561583001600,3488,10000
773191612633579521,4460,10600
772877495989305348,4205,9104
772826264096874500,2529,8478
772615324260794368,3663,0
772581559778025472,1835,6872
772193107915964416,1500,6385
772152991789019136,1213,4007
772117678702071809,797,3984
772114945936949249,512,2882
772102971039580160,1006,4246
771908950375665664,2051,6982
771770456517009408,3688,12726
771500966810099713,2847,8786
771380798096281600,5532,11159
771171053431250945,8202,0
771136648247640064,3185,9735
771102124360998913,1556,6616
771014301343748096,1798,7289
771004394259247104,238,0
770787852854652928,1320,5257
770772759874076672,1531,5503
770655142660169732,1886,7766
770414278348247044,2235,6669
770293558247038976,1613,6618
770093767776997377,3295,0
770069151037685760,2493,8049
769940425801170949,10465,33364
769695466921623552,1797,6774
769335591808995329,8335,0
769212283578875904,1854,5721
768970937022709760,7091,15270
768909767477751808,2919,0
768855141948723200,961,4443
768609597686943744,1311,4357
768596291618299904,1380,5319
768554158521745409,6312,0
768473857036525572,3713,14465
768193404517830656,3837,11562
767884188863397888,1518,5035
767754930266464257,5830,16975
767500508068192258,2523,7926
767191397493538821,4121,12990
767122157629476866,3080,10729
766864461642756096,6119,0
766793450729734144,1469,5377
766714921925144576,419,2763
766693177336135680,856,4269
766423258543644672,1728,6384
766313316352462849,2037,7184
766078092750233600,2816,0
766069199026450432,931,4529
766008592277377025,536,3971
765719909049503744,2326,7675
765669560888528897,1319,5502
765395769549590528,3675,27992
765371061932261376,2336,7510
765222098633691136,3663,12303
764857477905154048,1914,6810
764259802650378240,1636,6410
763956972077010945,58,785
763837565564780549,4513,13339
763183847194451968,1590,5720
763167063695355904,3261,0
763103485927849985,2464,7795
762699858130116608,3919,12873
762471784394268675,7000,11935
762464539388485633,4541,10920
762316489655476224,1218,5096
762035686371364864,16866,33856
761976711479193600,2184,5714
761750502866649088,4252,0
761745352076779520,929,4504
761672994376806400,31373,52456
761599872357261312,1268,4368
761371037149827077,19409,0
761334018830917632,1566,5498
761292947749015552,1185,4720
761227390836215808,1678,5613
761004547850530816,3748,11963
760893934457552897,1052,4036
760656994973933572,2081,6983
760641137271070720,1395,5242
760539183865880579,3921,8013
760521673607086080,1509,4470
760290219849637889,12405,28369
760252756032651264,933,4164
760190180481531904,1954,6023
760153949710192640,34,0
759943073749200896,2256,6277
759923798737051648,6119,15519
759846353224826880,2141,7100
759793422261743616,2049,6300
759566828574212096,22796,0
759557299618865152,1267,4968
759447681597108224,2642,8971
759446261539934208,523,1767
759197388317847553,2101,6398
759159934323924993,1253,0
759099523532779520,4504,15348
759047813560868866,2179,6874
758854675097526272,963,3748
758828659922702336,4138,11806
758740312047005698,1729,6054
758474966123810816,1070,4037
758467244762497024,2404,5080
758405701903519748,2082,5492
758355060040593408,1170,3625
758099635764359168,10876,20274
758041019896193024,403,2859
757741869644341248,3510,7267
757729163776290825,8741,0
757725642876129280,1311,4794
757611664640446465,1206,4816
757597904299253760,314,0
757596066325864448,1140,4597
757400162377592832,7375,15987
757393109802180609,1885,6155
757354760399941633,1535,4764
756998049151549440,2139,6619
756939218950160384,2168,7027
756651752796094464,1410,5345
756526248105566208,3897,10973
756303284449767430,1168,4165
756288534030475264,18832,45204
756275833623502848,1639,6785
755955933503782912,3119,7744
755206590534418437,5805,17373
755110668769038337,11948,22398
754874841593970688,8622,0
754856583969079297,2722,7254
754747087846248448,562,2713
754482103782404096,2100,5597
754449512966619136,790,3948
754120377874386944,2521,8267
753655901052166144,2343,6164
753420520834629632,3843,8364
753398408988139520,2072,6098
753375668877008896,2508,8042
753298634498793472,6205,0
753294487569522689,1122,3578
753039830821511168,22562,39148
753026973505581056,1050,4106
752932432744185856,7356,13323
752917284578922496,1698,7276
752701944171524096,3114,0
752682090207055872,1728,6305
752660715232722944,1698,4651
752568224206688256,2460,5822
752519690950500352,3710,7777
752334515931054080,1185,4025
752309394570878976,17971,0
752173152931807232,1986,6267
751950017322246144,1001,3240
751937170840121344,1446,5489
751830394383790080,2109,6112
751793661361422336,3132,6185
751598357617971201,3275,8325
751583847268179968,1196,4636
751538714308972544,1361,5306
751456908746354688,1075,3372
751251247299190784,6311,13167
751205363882532864,1967,6645
751132876104687617,1398,5350
750868782890057730,1490,5029
750719632563142656,5419,13906
750506206503038976,1235,4677
750429297815552001,4628,13879
750383411068534784,1224,4795
750381685133418496,30,727
750147208377409536,1036,3266
750132105863102464,1371,3825
750117059602808832,1398,4566
750101899009982464,906,3197
750086836815486976,586,2286
750071704093859840,3591,8281
750056684286914561,961,3301
750041628174217216,665,3341
750026558547456000,843,2851
750011400160841729,975,3416
749996283729883136,871,3199
749981277374128128,2631,5377
749774190421639168,1408,4893
749417653287129088,1784,6412
749403093750648834,585,2763
749395845976588288,3720,9054
749317047558017024,2374,5767
749075273010798592,2224,6056
749064354620928000,1624,5038
749036806121881602,839,3262
748977405889503236,3649,11267
748932637671223296,2422,6140
748705597323898880,1018,2908
748699167502000129,1715,4982
748692773788876800,1424,4457
748575535303884801,2131,6375
748568946752774144,720,2294
748346686624440324,1330,5499
748337862848962560,4413,8087
748324050481647620,820,3886
748307329658011649,764,3849
748220828303695873,8355,14850
747963614829678593,2298,6075
747933425676525569,2732,6957
747885874273214464,1056,3095
747844099428986880,805,2948
747816857231626240,1245,5084
747651430853525504,168,1452
747648653817413632,6264,13543
747600769478692864,588,2433
747594051852075008,1123,3881
747512671126323200,1697,5825
747461612269887489,1101,4054
747439450712596480,2062,5697
747242308580548608,3083,0
747219827526344708,1692,5541
747204161125646336,986,3541
747103485104099331,4267,10053
746906459439529985,317,3028
746872823977771008,2300,6292
746818907684614144,1848,5563
746790600704425984,1700,5110
746757706116112384,4178,10039
746726898085036033,1915,6331
746542875601690625,1995,5280
746521445350707200,1052,0
746507379341139972,1158,4859
746369468511756288,1757,6465
746131877086527488,2353,7250
746056683365994496,870,3718
745789745784041472,1141,4230
745712589599014916,2479,7328
745433870967832576,2708,7436
745422732645535745,2597,8993
745314880350101504,2963,7528
745074613265149952,3774,8221
745057283344719872,2429,7578
744995568523612160,664,3114
744971049620602880,2878,8257
744709971296780288,1668,5857
744334592493166593,2282,7081
744234799360020481,83551,164134
744223424764059648,396,1773
743980027717509120,1160,4352
743895849529389061,1021,3814
743835915802583040,2229,0
743609206067040256,1473,4685
743595368194129920,7023,19325
743545585370791937,998,3689
743510151680958465,3947,8288
743253157753532416,1302,4432
743222593470234624,2031,6481
743210557239623680,1459,4019
742534281772302336,3789,7376
742528092657332225,2129,4641
742465774154047488,4151,7601
742423170473463808,4050,10295
742385895052087300,2120,7121
742161199639494656,1468,4543
742150209887731712,1663,5373
741793263812808706,1608,4769
741743634094141440,2949,8552
741438259667034112,890,3842
741303864243200000,3454,9176
741099773336379392,5918,10498
741067306818797568,3295,9888
740995100998766593,2956,6694
740711788199743490,994,3563
740699697422163968,834,2965
740676976021798912,7244,18997
740373189193256964,14177,36399
740365076218183684,465,2587
740359016048689152,912,3450
740214038584557568,2096,6999
739979191639244800,6312,20880
739932936087216128,1148,4241
739844404073074688,911,3966
739623569819336705,1450,3976
739606147276148736,1766,5624
739544079319588864,22796,41499
739485634323156992,3132,7513
739238157791694849,61888,121244
738891149612572673,6,112
738885046782832640,1217,3937
738883359779196928,863,3487
738537504001953792,1662,5327
738402415918125056,896,3402
738184450748633089,1286,4497
738166403467907072,3628,9198
738156290900254721,698,2648
737826014890496000,1874,5506
737800304142471168,3685,10440
737678689543020544,1419,5268
737445876994609152,4754,10752
737322739594330112,861,3770
737310737551491075,7903,15348
736736130620620800,1844,4504
736392552031657984,7892,18562
736365877722001409,1332,4166
736225175608430592,2943,8487
736010884653420544,3163,8243
735991953473572864,1223,3752
735648611367784448,1170,4187
735635087207878657,2498,6452
735274964362878976,5403,13584
735256018284875776,943,3491
735137028879360001,1030,3265
734912297295085568,548,2853
734787690684657664,6696,13122
734776360183431168,581,2617
734559631394082816,420,1563
733828123016450049,827,3748
